2.113668442;1.843980193;0.94395721;1.754669309;1.36545229;0.369816095;0.58147943;-0.238695294;-0.194885015;2.096451283;0.8756603;0.646623015;0.894267321;0.968387842;0.135833979;0.097614169;-1.454428434;-1.083056569;-0.764241219;-1.573349237;-0.305497289;0.430793285;0.66606611;0.933631003;0.399956465;1.233425379;2.607727289;1.008973718;2.238899231;-0.77228868;0.154281497;0.49506253;-0.536062241;0.653605044;0.691009164;0.096144438;0.264102519;3.070254564;2.74301362
0.160817742;1.669090509;1.260970116;0.832847476;0.317344606;0.441482306;1.309359789;1.005339742;0.965186536;0.392600983;0.531920075;0.609146953;1.324941158;1.488055229;1.953371763;2.058157682;1.870741963;1.915261507;1.298381448;1.652798176;1.399614334;1.403824568;1.064007282;0.470485449;1.104557753;1.101204515;1.675570726;1.835595131;1.756429553;1.495602369;1.444642782;0.903000951;1.027288437;0.780172884;0.737226486;0.501702964;0.101984069;0.523783445;0.47596854
-0.09049052;-1.056178689;-1.337198138;-0.253743798;-0.479536951;-0.480287582;-0.386579454;0.076956779;0.156128466;-0.345394939;-0.196406245;-0.098680034;-0.23236534;-1.060800552;-0.122065417;-0.631394088;0.534548938;0.559965909;-0.160050631;2.031860828;1.236897469;0.271434933;-0.021803319;0.201941997;2.481314659;1.157187223;0.244728863;0.09790381;-0.777984262;0.613840103;0.072664857;-0.756727338;1.337508917;0.365761042;-0.37086165;-0.129282102;0.329792142;0.20992887;-0.375886887
0.70888871;0.360951692;1.863701582;1.672610641;0.140379757;0.336025327;2.353343487;2.302977562;1.446138978;0.64595294;0.418899089;1.334491849;2.276216507;1.908385515;2.674708843;2.38927722;2.169243097;2.088430882;1.984402657;1.530211926;1.953297734;1.609158874;0.658810437;-0.114351153;1.254193664;0.654259741;2.070618629;2.030558348;2.293640137;0.883684397;1.286092162;1.605212927;0.402780175;1.086569309;0.976664305;0.198594764;-0.319426656;0.397402674;0.017768353
1.689182162;0.68488878;1.494305372;0.947520196;1.323586464;0.453610897;0.590976715;0.559486389;1.166844964;1.114913464;0.713791788;1.161245584;1.012621164;0.576097131;0.892415822;1.581921339;1.121735811;2.559651136;2.299141407;2.364463329;1.831143498;0.98148483;1.07527864;0.785102785;1.233073592;0.906449437;1.503000736;1.644621611;2.201948881;1.646629453;2.640342951;2.57921648;1.840162277;1.620552063;1.133892894;1.300894141;0.609671891;2.213341475;1.875002265
0.496201634;1.343454599;0.575065911;0.460827947;0.801594496;1.279250503;0.303918093;0.277688324;1.145443201;0.197001636;1.072712779;0.759473085;0.373100162;0.243884146;0.024153426;0.454304695;0.19421947;1.432861805;1.588018894;2.656919003;2.524301767;1.582373857;0.88945353;0.937099755;2.823179007;1.969501257;0.79721415;0.789685488;0.778645277;1.115861177;1.970553875;1.673091054;2.90974474;2.496873856;1.217356086;0.363440335;0.608212173;2.00409174;2.198541164
0.721213341;0.124785826;0.737446666;0.685435653;0.57787782;0.385388464;0.523773074;0.107977323;-0.300375819;0.008954644;0.155953482;0.453034312;0.563309252;0.693168879;0.7915048;0.728768289;0.904558718;0.883803427;0.294842958;1.482135296;1.331749558;0.934569597;0.505547106;0.15303193;1.912777781;1.625268936;0.56072253;0.870237231;0.506091952;1.171994448;1.060647368;0.203294635;1.903237343;1.349738121;0.99088949;0.891460061;0.438338101;0.336412281;0.46141988
-0.035612121;0.439342618;0.386511743;-0.020846456;0.268624395;0.454998881;0.122135222;0.350556582;1.008914948;-0.024041237;-0.44061628;-0.453740299;-0.346737206;0.321809292;-0.053180456;0.818982482;0.123542547;1.102745295;1.195765257;1.378916025;1.569154978;1.035723567;0.436585844;0.403072387;1.687276363;1.011409402;-0.421087176;-0.309175611;0.474315792;-0.159710348;0.97649169;1.35564971;1.792747736;2.299134731;1.691189766;0.493614525;-0.041747168;-0.065259293;0.942835927
0.71969974;1.042488575;1.883680582;1.252918005;2.114324093;1.5330832;1.488298297;1.808021665;2.14947772;2.259277821;1.644723177;0.833715916;0.384524554;0.666371882;1.095754743;1.390128732;2.135078907;2.356473923;2.092279911;3.058525562;2.709120274;1.613298297;0.851648927;0.393928766;1.845679045;1.039232492;0.2210159;1.252306581;1.268241405;2.518464565;2.304948092;1.697849274;2.905559301;2.25363636;1.125832081;0.487889409;0.667451978;1.731817007;2.054995775
-0.18773213;1.120496988;0.786001265;0.107637197;0.431641012;0.549273074;0.172427595;0.270409822;0.242961287;0.737712979;1.12010622;1.661002994;1.135095239;0.606553376;0.258648038;0.144122243;0.310428411;0.544907331;1.223063707;0.599384844;0.983082891;0.876798391;0.959929228;0.455310076;0.258757383;0.213107228;1.252993107;0.413301408;0.682325602;0.178298458;0.661321044;1.174241781;0.430567741;0.781422675;0.399942279;0.422679096;0.275318444;0.635451555;0.605003953
1.32636106;1.996162176;1.215984106;1.893870354;2.44623208;2.332787275;2.403012991;1.867924213;1.246262431;2.199142933;2.137707233;1.498778462;1.820590258;-0.147213697;2.302257776;0.191884309;1.980788946;0.990881264;1.167346597;2.043754339;2.454995871;2.863178015;2.498548508;1.245059967;2.07638216;2.460439205;1.16340971;2.116458416;0.439074695;1.784793377;0.39251247;0.387274981;0.323764831;0.313732624;1.381332397;2.25079608;1.47318244;1.285084724;-0.388937771
0.045156002;1.853286862;0.307194322;0.313533336;1.116327286;2.279944181;0.968396187;0.816977024;1.213416815;0.389410973;1.081470847;0.279946297;0.363214105;0.670076191;1.004929304;1.350318432;1.382802248;1.670898795;1.365245938;1.371040821;1.01502645;1.093663335;1.886734724;1.573845148;0.831503332;1.109571457;-0.289709955;0.181323558;0.855222642;0.725440025;1.144913316;0.613948822;0.993182659;-0.253739089;-0.622620344;0.683538437;1.326114774;-0.330744445;0.278717995
1.022805452;1.695263863;0.492569566;1.225425959;1.206807852;1.073942184;-0.221954823;0.480817914;-0.497040749;1.314732552;1.015048623;0.199346572;-0.634250283;1.075190902;-0.563402653;0.003691673;-0.192833543;-0.583302677;0.016445041;-0.584814966;0.258976191;2.05680275;1.966608763;0.123192221;0.527613103;1.699945569;0.606678188;0.668902874;1.753085613;0.717675567;0.772485793;1.641616106;0.253174692;1.697496533;2.725584269;1.583749056;-0.306097925;1.23085022;2.286330223
0.833014131;-0.327645928;0.014735028;1.554242015;-0.518008232;0.762559891;1.941080928;2.673015594;2.721423626;0.595920444;1.835108519;0.997426867;0.820048451;1.111007571;1.630891323;2.014785767;1.986833572;2.451856852;2.207752466;1.49747467;1.237811327;1.075532198;0.6761024;0.551429272;-0.023124766;-0.192526579;0.864913523;1.000185728;1.438109159;0.745463729;1.428760171;1.599855542;0.722308099;0.720885456;0.49055475;0.395393044;0.537433267;0.489414901;0.797475815
0.556920946;1.172945976;0.76473248;0.586460233;2.236340761;1.073040128;0.862883449;1.106323123;0.814823747;1.205355406;0.648197412;0.579870701;0.722187221;0.662600398;1.41792202;1.469931126;1.957660437;1.651420593;0.806849658;0.781797051;-0.013594031;-0.055210769;0.036607057;-0.357243031;-0.545946002;-0.678035021;0.457284957;1.23927927;1.388482571;2.03648138;1.668233156;1.052572966;1.356608748;0.758277059;0.864621639;0.969690263;0.761874497;0.219381824;0.574132681
0.743404269;0.136096865;0.551044941;0.884817958;0.261153787;0.300326139;0.850568771;0.423704058;0.53402853;0.639950097;0.510170579;0.726653516;0.817844272;0.270874441;0.898418546;0.720547318;0.758766055;0.952993631;0.463903993;0.61656332;0.139985606;-0.060330838;0.450832903;0.442675233;-0.413584799;-0.448484153;0.878727198;0.978792667;0.681501448;0.859094024;0.840906739;0.305510521;0.412319154;0.164873376;0.281047881;0.817468643;0.824510217;0.864850223;0.453497857
